
Detailed
 ==================== 
Variable,Value,Unit,Category,Collection,Time,Type,FilamentID,ID,
Dendrite Area,7.47188,um^2,Dendrite,,1,,100000012,510000006728,
Dendrite Area,6.34521,um^2,Dendrite,,1,,100000012,510000006741,
Dendrite Area,13.0487,um^2,Dendrite,,1,,100000012,510000006759,
Dendrite Area,46.0389,um^2,Dendrite,,1,,100000012,510000006791,
Dendrite Area,6.06598,um^2,Dendrite,,1,,100000012,510000006912,
Dendrite Area,2.43369,um^2,Dendrite,,1,,100000012,510000006914,
Dendrite Area,24.6842,um^2,Dendrite,,1,,100000012,510000006917,
Dendrite Area,29.9893,um^2,Dendrite,,1,,100000012,510000006958,
Dendrite Area,9.07511,um^2,Dendrite,,1,,100000012,510000007004,
Dendrite Area,11.2796,um^2,Dendrite,,1,,100000012,510000007016,
Dendrite Area,22.853,um^2,Dendrite,,1,,100000012,510000007040,
Dendrite Area,3.33246,um^2,Dendrite,,1,,100000012,510000007066,
Dendrite Area,25.4974,um^2,Dendrite,,1,,100000012,510000007070,
Dendrite Area,77.2734,um^2,Dendrite,,1,,100000012,510000007102,
Dendrite Area,50.9275,um^2,Dendrite,,1,,100000012,510000007244,
Dendrite Area,47.6391,um^2,Dendrite,,1,,100000012,510000007303,
Dendrite Area,20.262,um^2,Dendrite,,1,,100000012,510000007451,
Dendrite Area,46.213,um^2,Dendrite,,1,,100000012,510000007492,
Dendrite Area,15.1595,um^2,Dendrite,,1,,100000012,510000007570,
Dendrite Area,14.4989,um^2,Dendrite,,1,,100000012,510000007610,
Dendrite Area,15.2322,um^2,Dendrite,,1,,100000012,510000007626,
Dendrite Area,12.7034,um^2,Dendrite,,1,,100000012,510000007648,
Dendrite Area,12.193,um^2,Dendrite,,1,,100000012,510000007673,
Dendrite Area,6.39877,um^2,Dendrite,,1,,100000012,510000007703,
Dendrite Area,22.9219,um^2,Dendrite,,1,,100000012,510000007714,
Dendrite Area,18.8889,um^2,Dendrite,,1,,100000012,510000007766,
Dendrite Area,21.9892,um^2,Dendrite,,1,,100000012,510000007816,
Dendrite Area,17.2973,um^2,Dendrite,,1,,100000012,510000007868,
Dendrite Area,19.8919,um^2,Dendrite,,1,,100000012,510000007899,
Dendrite Area,4.91032,um^2,Dendrite,,1,,100000012,510000007931,
Dendrite Area,18.9642,um^2,Dendrite,,1,,100000012,510000007943,
Dendrite Area,45.951,um^2,Dendrite,,1,,100000012,510000008001,
Dendrite Area,7.32604,um^2,Dendrite,,1,,100000012,510000008083,
Dendrite Area,16.8302,um^2,Dendrite,,1,,100000012,510000008098,
Dendrite Area,20.4523,um^2,Dendrite,,1,,100000012,510000008123,
Dendrite Area,13.6033,um^2,Dendrite,,1,,100000012,510000008166,
Dendrite Area,16.0482,um^2,Dendrite,,1,,100000012,510000008200,
Dendrite Area,49.1071,um^2,Dendrite,,1,,100000012,510000008227,
Dendrite Area,22.9345,um^2,Dendrite,,1,,100000012,510000008333,
Dendrite Area,15.5778,um^2,Dendrite,,1,,100000012,510000008431,
Dendrite Area,10.9818,um^2,Dendrite,,1,,100000012,510000008468,
Dendrite Area,8.65298,um^2,Dendrite,,1,,100000012,510000008572,
Dendrite Area,18.0228,um^2,Dendrite,,1,,100000012,510000008592,
Dendrite Area,7.19248,um^2,Dendrite,,1,,100000012,510000008636,
Dendrite Area,12.3685,um^2,Dendrite,,1,,100000012,510000008655,
Dendrite Area,29.2885,um^2,Dendrite,,1,,100000012,510000008684,
Dendrite Area,16.3985,um^2,Dendrite,,1,,100000012,510000008732,
Dendrite Area,19.9251,um^2,Dendrite,,1,,100000012,510000008768,
Dendrite Area,7.61984,um^2,Dendrite,,1,,100000012,510000008801,
Dendrite Area,9.94011,um^2,Dendrite,,1,,100000012,510000008816,
Dendrite Area,11.0876,um^2,Dendrite,,1,,100000012,510000008839,
Dendrite Area,13.0668,um^2,Dendrite,,1,,100000012,510000008878,
Dendrite Area,6.50371,um^2,Dendrite,,1,,100000012,510000008905,
Dendrite Area,3.53653,um^2,Dendrite,,1,,100000012,510000008944,
Dendrite Area,1.54288,um^2,Dendrite,,1,,100000012,510000008959,
Dendrite Area,1.34202,um^2,Dendrite,,1,,100000012,510000008960,
Dendrite Area,1.13214,um^2,Dendrite,,1,,100000012,510000008961,
Dendrite Area,0.353815,um^2,Dendrite,,1,,100000012,510000008962,
Dendrite Length,7.27015,um,Dendrite,,1,,100000011,510000002217,
Dendrite Length,1.34029,um,Dendrite,,1,,100000011,510000002219,
Dendrite Length,10.4356,um,Dendrite,,1,,100000011,510000002227,
Dendrite Length,2.8498,um,Dendrite,,1,,100000011,510000002425,
Dendrite Length,15.5386,um,Dendrite,,1,,100000011,510000002443,
Dendrite Length,11.0204,um,Dendrite,,1,,100000011,510000002803,
Dendrite Length,4.21026,um,Dendrite,,1,,100000011,510000002971,
Dendrite Length,12.5354,um,Dendrite,,1,,100000012,510000006243,
Dendrite Length,16.2496,um,Dendrite,,1,,100000012,510000006389,
Dendrite Length,1.35848,um,Dendrite,,1,,100000012,510000006396,
Dendrite Length,7.73974,um,Dendrite,,1,,100000012,510000006398,
Dendrite Length,17.9749,um,Dendrite,,1,,100000012,510000006437,
Dendrite Length,0.673986,um,Dendrite,,1,,100000012,510000006528,
Dendrite Length,5.24661,um,Dendrite,,1,,100000012,510000006532,
Dendrite Length,1.61044,um,Dendrite,,1,,100000012,510000006560,
Dendrite Length,3.65956,um,Dendrite,,1,,100000012,510000006566,
Dendrite Length,1.26158,um,Dendrite,,1,,100000012,510000006587,
Dendrite Length,7.93072,um,Dendrite,,1,,100000012,510000006595,
Dendrite Length,12.6884,um,Dendrite,,1,,100000012,510000006638,
Dendrite Length,5.26744,um,Dendrite,,1,,100000012,510000006701,
Dendrite Length,2.52896,um,Dendrite,,1,,100000012,510000006728,
Dendrite Length,3.11706,um,Dendrite,,1,,100000012,510000006741,
Dendrite Length,6.56387,um,Dendrite,,1,,100000012,510000006759,
Dendrite Length,16.6522,um,Dendrite,,1,,100000012,510000006791,
Dendrite Length,1.59299,um,Dendrite,,1,,100000012,510000006912,
Dendrite Length,0.616115,um,Dendrite,,1,,100000012,510000006914,
Dendrite Length,8.18805,um,Dendrite,,1,,100000012,510000006917,
Dendrite Length,9.39381,um,Dendrite,,1,,100000012,510000006958,
Dendrite Length,2.20217,um,Dendrite,,1,,100000012,510000007004,
Dendrite Length,4.12368,um,Dendrite,,1,,100000012,510000007016,
Dendrite Length,5.09438,um,Dendrite,,1,,100000012,510000007040,
Dendrite Length,0.763146,um,Dendrite,,1,,100000012,510000007066,
Dendrite Length,6.87792,um,Dendrite,,1,,100000012,510000007070,
Dendrite Length,26.8881,um,Dendrite,,1,,100000012,510000007102,
Dendrite Length,11.3707,um,Dendrite,,1,,100000012,510000007244,
Dendrite Length,18.6115,um,Dendrite,,1,,100000012,510000007303,
Dendrite Length,8.0476,um,Dendrite,,1,,100000012,510000007451,
Dendrite Length,15.4615,um,Dendrite,,1,,100000012,510000007492,
Dendrite Length,7.6546,um,Dendrite,,1,,100000012,510000007570,
Dendrite Length,3.37418,um,Dendrite,,1,,100000012,510000007610,
Dendrite Length,4.38337,um,Dendrite,,1,,100000012,510000007626,
Dendrite Length,4.55076,um,Dendrite,,1,,100000012,510000007648,
Dendrite Length,5.30064,um,Dendrite,,1,,100000012,510000007673,
Dendrite Length,2.03924,um,Dendrite,,1,,100000012,510000007703,
Dendrite Length,9.72698,um,Dendrite,,1,,100000012,510000007714,
Dendrite Length,9.56679,um,Dendrite,,1,,100000012,510000007766,
Dendrite Length,9.47438,um,Dendrite,,1,,100000012,510000007816,
Dendrite Length,5.97276,um,Dendrite,,1,,100000012,510000007868,
Dendrite Length,5.99665,um,Dendrite,,1,,100000012,510000007899,
Dendrite Length,2.41578,um,Dendrite,,1,,100000012,510000007931,
Dendrite Length,9.95998,um,Dendrite,,1,,100000012,510000007943,
Dendrite Length,15.1865,um,Dendrite,,1,,100000012,510000008001,
Dendrite Length,3.09294,um,Dendrite,,1,,100000012,510000008083,
Dendrite Length,6.51256,um,Dendrite,,1,,100000012,510000008098,
Dendrite Length,7.01384,um,Dendrite,,1,,100000012,510000008123,
Dendrite Length,6.21676,um,Dendrite,,1,,100000012,510000008166,
Dendrite Length,5.30831,um,Dendrite,,1,,100000012,510000008200,
Dendrite Length,19.8701,um,Dendrite,,1,,100000012,510000008227,
Dendrite Length,6.12624,um,Dendrite,,1,,100000012,510000008333,
Dendrite Length,4.10525,um,Dendrite,,1,,100000012,510000008431,
Dendrite Length,4.18911,um,Dendrite,,1,,100000012,510000008468,
Dendrite Length,3.74699,um,Dendrite,,1,,100000012,510000008572,
Dendrite Length,8.7333,um,Dendrite,,1,,100000012,510000008592,
Dendrite Length,3.39396,um,Dendrite,,1,,100000012,510000008636,
Dendrite Length,5.55863,um,Dendrite,,1,,100000012,510000008655,
Dendrite Length,9.29709,um,Dendrite,,1,,100000012,510000008684,
Dendrite Length,6.59246,um,Dendrite,,1,,100000012,510000008732,
Dendrite Length,6.43054,um,Dendrite,,1,,100000012,510000008768,
Dendrite Length,3.03869,um,Dendrite,,1,,100000012,510000008801,
Dendrite Length,4.94277,um,Dendrite,,1,,100000012,510000008816,
Dendrite Length,4.23764,um,Dendrite,,1,,100000012,510000008839,
Dendrite Length,5.80531,um,Dendrite,,1,,100000012,510000008878,
Dendrite Length,3.38141,um,Dendrite,,1,,100000012,510000008905,
Dendrite Length,0.906287,um,Dendrite,,1,,100000012,510000008944,
Dendrite Length,0.252366,um,Dendrite,,1,,100000012,510000008959,
Dendrite Length,0.270116,um,Dendrite,,1,,100000012,510000008960,
Dendrite Length,0.246331,um,Dendrite,,1,,100000012,510000008961,
Dendrite Length,0.187597,um,Dendrite,,1,,100000012,510000008962,
Dendrite Mean Diameter,0.72089,um,Dendrite,,1,,100000011,510000002217,
Dendrite Mean Diameter,1.29909,um,Dendrite,,1,,100000011,510000002219,
Dendrite Mean Diameter,0.653114,um,Dendrite,,1,,100000011,510000002227,
Dendrite Mean Diameter,0.836589,um,Dendrite,,1,,100000011,510000002425,
Dendrite Mean Diameter,0.808457,um,Dendrite,,1,,100000011,510000002443,
Dendrite Mean Diameter,0.609457,um,Dendrite,,1,,100000011,510000002803,
Dendrite Mean Diameter,0.608615,um,Dendrite,,1,,100000011,510000002971,
Dendrite Mean Diameter,0.654067,um,Dendrite,,1,,100000012,510000006243,
Dendrite Mean Diameter,1.50252,um,Dendrite,,1,,100000012,510000006389,
Dendrite Mean Diameter,1.50452,um,Dendrite,,1,,100000012,510000006396,
Dendrite Mean Diameter,1.19901,um,Dendrite,,1,,100000012,510000006398,
Dendrite Mean Diameter,0.689914,um,Dendrite,,1,,100000012,510000006437,
Dendrite Mean Diameter,1.0941,um,Dendrite,,1,,100000012,510000006528,
Dendrite Mean Diameter,1.18177,um,Dendrite,,1,,100000012,510000006532,
Dendrite Mean Diameter,1.8354,um,Dendrite,,1,,100000012,510000006560,
Dendrite Mean Diameter,1.42273,um,Dendrite,,1,,100000012,510000006566,
Dendrite Mean Diameter,1.5582,um,Dendrite,,1,,100000012,510000006587,
Dendrite Mean Diameter,0.874518,um,Dendrite,,1,,100000012,510000006595,
Dendrite Mean Diameter,0.713723,um,Dendrite,,1,,100000012,510000006638,
Dendrite Mean Diameter,0.800467,um,Dendrite,,1,,100000012,510000006701,
Dendrite Mean Diameter,0.856359,um,Dendrite,,1,,100000012,510000006728,
Dendrite Mean Diameter,0.645574,um,Dendrite,,1,,100000012,510000006741,
Dendrite Mean Diameter,0.637046,um,Dendrite,,1,,100000012,510000006759,
Dendrite Mean Diameter,0.841448,um,Dendrite,,1,,100000012,510000006791,
Dendrite Mean Diameter,1.14749,um,Dendrite,,1,,100000012,510000006912,
Dendrite Mean Diameter,1.18134,um,Dendrite,,1,,100000012,510000006914,
Dendrite Mean Diameter,0.965891,um,Dendrite,,1,,100000012,510000006917,
Dendrite Mean Diameter,0.991156,um,Dendrite,,1,,100000012,510000006958,
Dendrite Mean Diameter,1.26142,um,Dendrite,,1,,100000012,510000007004,
Dendrite Mean Diameter,0.831825,um,Dendrite,,1,,100000012,510000007016,
Dendrite Mean Diameter,1.41447,um,Dendrite,,1,,100000012,510000007040,
Dendrite Mean Diameter,1.34325,um,Dendrite,,1,,100000012,510000007066,
Dendrite Mean Diameter,1.15327,um,Dendrite,,1,,100000012,510000007070,
Dendrite Mean Diameter,0.896948,um,Dendrite,,1,,100000012,510000007102,
Dendrite Mean Diameter,1.36175,um,Dendrite,,1,,100000012,510000007244,
Dendrite Mean Diameter,0.782209,um,Dendrite,,1,,100000012,510000007303,
Dendrite Mean Diameter,0.794101,um,Dendrite,,1,,100000012,510000007451,
Dendrite Mean Diameter,0.944746,um,Dendrite,,1,,100000012,510000007492,
Dendrite Mean Diameter,0.630972,um,Dendrite,,1,,100000012,510000007570,
Dendrite Mean Diameter,1.35783,um,Dendrite,,1,,100000012,510000007610,
Dendrite Mean Diameter,1.10232,um,Dendrite,,1,,100000012,510000007626,
Dendrite Mean Diameter,0.847502,um,Dendrite,,1,,100000012,510000007648,
Dendrite Mean Diameter,0.726862,um,Dendrite,,1,,100000012,510000007673,
Dendrite Mean Diameter,0.961774,um,Dendrite,,1,,100000012,510000007703,
Dendrite Mean Diameter,0.736247,um,Dendrite,,1,,100000012,510000007714,
Dendrite Mean Diameter,0.624777,um,Dendrite,,1,,100000012,510000007766,
Dendrite Mean Diameter,0.72339,um,Dendrite,,1,,100000012,510000007816,
Dendrite Mean Diameter,0.909303,um,Dendrite,,1,,100000012,510000007868,
Dendrite Mean Diameter,0.966681,um,Dendrite,,1,,100000012,510000007899,
Dendrite Mean Diameter,0.641927,um,Dendrite,,1,,100000012,510000007931,
Dendrite Mean Diameter,0.606951,um,Dendrite,,1,,100000012,510000007943,
Dendrite Mean Diameter,0.929773,um,Dendrite,,1,,100000012,510000008001,
Dendrite Mean Diameter,0.718186,um,Dendrite,,1,,100000012,510000008083,
Dendrite Mean Diameter,0.770671,um,Dendrite,,1,,100000012,510000008098,
Dendrite Mean Diameter,0.893254,um,Dendrite,,1,,100000012,510000008123,
Dendrite Mean Diameter,0.701561,um,Dendrite,,1,,100000012,510000008166,
Dendrite Mean Diameter,0.897509,um,Dendrite,,1,,100000012,510000008200,
Dendrite Mean Diameter,0.756885,um,Dendrite,,1,,100000012,510000008227,
Dendrite Mean Diameter,1.16583,um,Dendrite,,1,,100000012,510000008333,
Dendrite Mean Diameter,1.14656,um,Dendrite,,1,,100000012,510000008431,
Dendrite Mean Diameter,0.833592,um,Dendrite,,1,,100000012,510000008468,
Dendrite Mean Diameter,0.726174,um,Dendrite,,1,,100000012,510000008572,
Dendrite Mean Diameter,0.653029,um,Dendrite,,1,,100000012,510000008592,
Dendrite Mean Diameter,0.669127,um,Dendrite,,1,,100000012,510000008636,
Dendrite Mean Diameter,0.692134,um,Dendrite,,1,,100000012,510000008655,
Dendrite Mean Diameter,0.978378,um,Dendrite,,1,,100000012,510000008684,
Dendrite Mean Diameter,0.782383,um,Dendrite,,1,,100000012,510000008732,
Dendrite Mean Diameter,0.97532,um,Dendrite,,1,,100000012,510000008768,
Dendrite Mean Diameter,0.752954,um,Dendrite,,1,,100000012,510000008801,
Dendrite Mean Diameter,0.643554,um,Dendrite,,1,,100000012,510000008816,
Dendrite Mean Diameter,0.81414,um,Dendrite,,1,,100000012,510000008839,
Dendrite Mean Diameter,0.703174,um,Dendrite,,1,,100000012,510000008878,
Dendrite Mean Diameter,0.610588,um,Dendrite,,1,,100000012,510000008905,
Dendrite Mean Diameter,1.15592,um,Dendrite,,1,,100000012,510000008944,
Dendrite Mean Diameter,1.65946,um,Dendrite,,1,,100000012,510000008959,
Dendrite Mean Diameter,1.57935,um,Dendrite,,1,,100000012,510000008960,
Dendrite Mean Diameter,1.46229,um,Dendrite,,1,,100000012,510000008961,
Dendrite Mean Diameter,0.600342,um,Dendrite,,1,,100000012,510000008962,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002217,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002219,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002227,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002425,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002443,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002803,
Dendrite No. Spines,0,,Dendrite,,1,,100000011,510000002971,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006243,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006389,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006396,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006398,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006437,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006528,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006532,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006560,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006566,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006587,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006595,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006638,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006701,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006728,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006741,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006759,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006791,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006912,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006914,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006917,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000006958,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007004,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007016,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007040,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007066,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007070,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007102,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007244,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007303,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007451,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007492,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007570,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007610,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007626,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007648,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007673,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007703,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007714,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007766,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007816,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007868,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007899,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007931,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000007943,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008001,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008083,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008098,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008123,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008166,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008200,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008227,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008333,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008431,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008468,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008572,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008592,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008636,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008655,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008684,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008732,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008768,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008801,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008816,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008839,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008878,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008905,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008944,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008959,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008960,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008961,
Dendrite No. Spines,0,,Dendrite,,1,,100000012,510000008962,
Dendrite Orientation Angle,-18.7778,°,Dendrite,,1,,100000011,510000002217,
Dendrite Orientation Angle,160.198,°,Dendrite,,1,,100000011,510000002219,
Dendrite Orientation Angle,141.393,°,Dendrite,,1,,100000011,510000002227,
Dendrite Orientation Angle,111.513,°,Dendrite,,1,,100000011,510000002425,
Dendrite Orientation Angle,-157.818,°,Dendrite,,1,,100000011,510000002443,
Dendrite Orientation Angle,83.2217,°,Dendrite,,1,,100000011,510000002803,
Dendrite Orientation Angle,36.4763,°,Dendrite,,1,,100000011,510000002971,
Dendrite Orientation Angle,-25.2204,°,Dendrite,,1,,100000012,510000006243,
Dendrite Orientation Angle,75.8569,°,Dendrite,,1,,100000012,510000006389,
Dendrite Orientation Angle,81.0184,°,Dendrite,,1,,100000012,510000006396,
Dendrite Orientation Angle,-71.9558,°,Dendrite,,1,,100000012,510000006398,
Dendrite Orientation Angle,18.9548,°,Dendrite,,1,,100000012,510000006437,
Dendrite Orientation Angle,54.8413,°,Dendrite,,1,,100000012,510000006528,
Dendrite Orientation Angle,-4.32948,°,Dendrite,,1,,100000012,510000006532,
Dendrite Orientation Angle,94.5156,°,Dendrite,,1,,100000012,510000006560,
Dendrite Orientation Angle,104.739,°,Dendrite,,1,,100000012,510000006566,
Dendrite Orientation Angle,146.512,°,Dendrite,,1,,100000012,510000006587,
Dendrite Orientation Angle,144.547,°,Dendrite,,1,,100000012,510000006595,
Dendrite Orientation Angle,85.6053,°,Dendrite,,1,,100000012,510000006638,
Dendrite Orientation Angle,51.6879,°,Dendrite,,1,,100000012,510000006701,
Dendrite Orientation Angle,87.2209,°,Dendrite,,1,,100000012,510000006728,
Dendrite Orientation Angle,43.8881,°,Dendrite,,1,,100000012,510000006741,
Dendrite Orientation Angle,0.730277,°,Dendrite,,1,,100000012,510000006759,
Dendrite Orientation Angle,12.4937,°,Dendrite,,1,,100000012,510000006791,
Dendrite Orientation Angle,55.137,°,Dendrite,,1,,100000012,510000006912,
Dendrite Orientation Angle,-118.496,°,Dendrite,,1,,100000012,510000006914,
Dendrite Orientation Angle,-143.606,°,Dendrite,,1,,100000012,510000006917,
Dendrite Orientation Angle,173.317,°,Dendrite,,1,,100000012,510000006958,
Dendrite Orientation Angle,138.228,°,Dendrite,,1,,100000012,510000007004,
Dendrite Orientation Angle,105.447,°,Dendrite,,1,,100000012,510000007016,
Dendrite Orientation Angle,-70.5888,°,Dendrite,,1,,100000012,510000007040,
Dendrite Orientation Angle,-77.3802,°,Dendrite,,1,,100000012,510000007066,
Dendrite Orientation Angle,-23.0534,°,Dendrite,,1,,100000012,510000007070,
Dendrite Orientation Angle,-49.7031,°,Dendrite,,1,,100000012,510000007102,
Dendrite Orientation Angle,-115.231,°,Dendrite,,1,,100000012,510000007244,
Dendrite Orientation Angle,-109.304,°,Dendrite,,1,,100000012,510000007303,
Dendrite Orientation Angle,11.9638,°,Dendrite,,1,,100000012,510000007451,
Dendrite Orientation Angle,37.7685,°,Dendrite,,1,,100000012,510000007492,
Dendrite Orientation Angle,-5.07958,°,Dendrite,,1,,100000012,510000007570,
Dendrite Orientation Angle,143.448,°,Dendrite,,1,,100000012,510000007610,
Dendrite Orientation Angle,-159.47,°,Dendrite,,1,,100000012,510000007626,
Dendrite Orientation Angle,170.628,°,Dendrite,,1,,100000012,510000007648,
Dendrite Orientation Angle,160.531,°,Dendrite,,1,,100000012,510000007673,
Dendrite Orientation Angle,-150.552,°,Dendrite,,1,,100000012,510000007703,
Dendrite Orientation Angle,-142.965,°,Dendrite,,1,,100000012,510000007714,
Dendrite Orientation Angle,-73.3064,°,Dendrite,,1,,100000012,510000007766,
Dendrite Orientation Angle,101.202,°,Dendrite,,1,,100000012,510000007816,
Dendrite Orientation Angle,63.9103,°,Dendrite,,1,,100000012,510000007868,
Dendrite Orientation Angle,53.2729,°,Dendrite,,1,,100000012,510000007899,
Dendrite Orientation Angle,-25.093,°,Dendrite,,1,,100000012,510000007931,
Dendrite Orientation Angle,17.4843,°,Dendrite,,1,,100000012,510000007943,
Dendrite Orientation Angle,-124.167,°,Dendrite,,1,,100000012,510000008001,
Dendrite Orientation Angle,28.1038,°,Dendrite,,1,,100000012,510000008083,
Dendrite Orientation Angle,81.3145,°,Dendrite,,1,,100000012,510000008098,
Dendrite Orientation Angle,129.56,°,Dendrite,,1,,100000012,510000008123,
Dendrite Orientation Angle,135.519,°,Dendrite,,1,,100000012,510000008166,
Dendrite Orientation Angle,-97.0878,°,Dendrite,,1,,100000012,510000008200,
Dendrite Orientation Angle,16.6286,°,Dendrite,,1,,100000012,510000008227,
Dendrite Orientation Angle,127.357,°,Dendrite,,1,,100000012,510000008333,
Dendrite Orientation Angle,-164.265,°,Dendrite,,1,,100000012,510000008431,
Dendrite Orientation Angle,-117.859,°,Dendrite,,1,,100000012,510000008468,
Dendrite Orientation Angle,-78.4579,°,Dendrite,,1,,100000012,510000008572,
Dendrite Orientation Angle,-6.04107,°,Dendrite,,1,,100000012,510000008592,
Dendrite Orientation Angle,-0.463073,°,Dendrite,,1,,100000012,510000008636,
Dendrite Orientation Angle,-51.0568,°,Dendrite,,1,,100000012,510000008655,
Dendrite Orientation Angle,151.653,°,Dendrite,,1,,100000012,510000008684,
Dendrite Orientation Angle,-8.46043,°,Dendrite,,1,,100000012,510000008732,
Dendrite Orientation Angle,59.758,°,Dendrite,,1,,100000012,510000008768,
Dendrite Orientation Angle,0.543153,°,Dendrite,,1,,100000012,510000008801,
Dendrite Orientation Angle,-93.3316,°,Dendrite,,1,,100000012,510000008816,
Dendrite Orientation Angle,64.8537,°,Dendrite,,1,,100000012,510000008839,
Dendrite Orientation Angle,-118.88,°,Dendrite,,1,,100000012,510000008878,
Dendrite Orientation Angle,85.5714,°,Dendrite,,1,,100000012,510000008905,
Dendrite Orientation Angle,79.8802,°,Dendrite,,1,,100000012,510000008944,
Dendrite Orientation Angle,67.6599,°,Dendrite,,1,,100000012,510000008959,
Dendrite Orientation Angle,116.386,°,Dendrite,,1,,100000012,510000008960,
Dendrite Orientation Angle,106.775,°,Dendrite,,1,,100000012,510000008961,
Dendrite Orientation Angle,147.539,°,Dendrite,,1,,100000012,510000008962,
Dendrite Position X,150.067,um,Dendrite,Dendrite Position,1,,100000011,510000002217,
Dendrite Position X,146.876,um,Dendrite,Dendrite Position,1,,100000011,510000002219,
Dendrite Position X,142.51,um,Dendrite,Dendrite Position,1,,100000011,510000002227,
Dendrite Position X,147.301,um,Dendrite,Dendrite Position,1,,100000011,510000002425,
