
Detailed
 ==================== 
Variable,Value,Unit,Category,Collection,Image,Time,ID,
Sphericity,0.931147,,Surface,,,1,219,
Sphericity,0.890856,,Surface,,,1,221,
Sphericity,0.956164,,Surface,,,1,222,
Sphericity,0.968136,,Surface,,,1,223,
Sphericity,0.876452,,Surface,,,1,224,
Sphericity,0.956687,,Surface,,,1,225,
Sphericity,0.945917,,Surface,,,1,226,
Sphericity,0.70196,,Surface,,,1,228,
Sphericity,0.915424,,Surface,,,1,229,
Sphericity,0.795563,,Surface,,,1,231,
Sphericity,0.957151,,Surface,,,1,233,
Sphericity,0.914503,,Surface,,,1,234,
Sphericity,0.914593,,Surface,,,1,235,
Sphericity,0.95326,,Surface,,,1,236,
Sphericity,0.969678,,Surface,,,1,238,
Sphericity,0.956964,,Surface,,,1,239,
Sphericity,0.949536,,Surface,,,1,240,
Sphericity,0.948264,,Surface,,,1,241,
Sphericity,0.921101,,Surface,,,1,242,
Sphericity,0.950897,,Surface,,,1,245,
Sphericity,0.954902,,Surface,,,1,246,
Sphericity,0.946807,,Surface,,,1,248,
Sphericity,0.881437,,Surface,,,1,251,
Sphericity,0.950759,,Surface,,,1,252,
Sphericity,0.951913,,Surface,,,1,253,
Sphericity,0.655677,,Surface,,,1,254,
Sphericity,0.95556,,Surface,,,1,256,
Sphericity,0.961913,,Surface,,,1,257,
Sphericity,0.942213,,Surface,,,1,258,
Sphericity,0.949186,,Surface,,,1,259,
Sphericity,0.949004,,Surface,,,1,260,
Sphericity,0.927115,,Surface,,,1,261,
Time,0,s,Surface,,,1,131,
Time,0,s,Surface,,,1,135,
Time,0,s,Surface,,,1,136,
Time,0,s,Surface,,,1,137,
Time,0,s,Surface,,,1,138,
Time,0,s,Surface,,,1,139,
Time,0,s,Surface,,,1,143,
Time,0,s,Surface,,,1,145,
Time,0,s,Surface,,,1,146,
Time,0,s,Surface,,,1,147,
Time,0,s,Surface,,,1,148,
Time,0,s,Surface,,,1,149,
Time,0,s,Surface,,,1,150,
Time,0,s,Surface,,,1,152,
Time,0,s,Surface,,,1,153,
Time,0,s,Surface,,,1,154,
Time,0,s,Surface,,,1,155,
Time,0,s,Surface,,,1,156,
Time,0,s,Surface,,,1,158,
Time,0,s,Surface,,,1,159,
Time,0,s,Surface,,,1,161,
Time,0,s,Surface,,,1,162,
Time,0,s,Surface,,,1,163,
Time,0,s,Surface,,,1,164,
Time,0,s,Surface,,,1,166,
Time,0,s,Surface,,,1,167,
Time,0,s,Surface,,,1,169,
Time,0,s,Surface,,,1,171,
Time,0,s,Surface,,,1,173,
Time,0,s,Surface,,,1,174,
Time,0,s,Surface,,,1,176,
Time,0,s,Surface,,,1,177,
Time,0,s,Surface,,,1,178,
Time,0,s,Surface,,,1,179,
Time,0,s,Surface,,,1,180,
Time,0,s,Surface,,,1,181,
Time,0,s,Surface,,,1,182,
Time,0,s,Surface,,,1,183,
Time,0,s,Surface,,,1,184,
Time,0,s,Surface,,,1,185,
Time,0,s,Surface,,,1,186,
Time,0,s,Surface,,,1,188,
Time,0,s,Surface,,,1,189,
Time,0,s,Surface,,,1,190,
Time,0,s,Surface,,,1,191,
Time,0,s,Surface,,,1,192,
Time,0,s,Surface,,,1,193,
Time,0,s,Surface,,,1,194,
Time,0,s,Surface,,,1,195,
Time,0,s,Surface,,,1,196,
Time,0,s,Surface,,,1,197,
Time,0,s,Surface,,,1,198,
Time,0,s,Surface,,,1,200,
Time,0,s,Surface,,,1,202,
Time,0,s,Surface,,,1,203,
Time,0,s,Surface,,,1,205,
Time,0,s,Surface,,,1,206,
Time,0,s,Surface,,,1,208,
Time,0,s,Surface,,,1,209,
Time,0,s,Surface,,,1,210,
Time,0,s,Surface,,,1,211,
Time,0,s,Surface,,,1,212,
Time,0,s,Surface,,,1,213,
Time,0,s,Surface,,,1,214,
Time,0,s,Surface,,,1,215,
Time,0,s,Surface,,,1,216,
Time,0,s,Surface,,,1,217,
Time,0,s,Surface,,,1,218,
Time,0,s,Surface,,,1,219,
Time,0,s,Surface,,,1,221,
Time,0,s,Surface,,,1,222,
Time,0,s,Surface,,,1,223,
Time,0,s,Surface,,,1,224,
Time,0,s,Surface,,,1,225,
Time,0,s,Surface,,,1,226,
Time,0,s,Surface,,,1,228,
Time,0,s,Surface,,,1,229,
Time,0,s,Surface,,,1,231,
Time,0,s,Surface,,,1,233,
Time,0,s,Surface,,,1,234,
Time,0,s,Surface,,,1,235,
Time,0,s,Surface,,,1,236,
Time,0,s,Surface,,,1,238,
Time,0,s,Surface,,,1,239,
Time,0,s,Surface,,,1,240,
Time,0,s,Surface,,,1,241,
Time,0,s,Surface,,,1,242,
Time,0,s,Surface,,,1,245,
Time,0,s,Surface,,,1,246,
Time,0,s,Surface,,,1,248,
Time,0,s,Surface,,,1,251,
Time,0,s,Surface,,,1,252,
Time,0,s,Surface,,,1,253,
Time,0,s,Surface,,,1,254,
Time,0,s,Surface,,,1,256,
Time,0,s,Surface,,,1,257,
Time,0,s,Surface,,,1,258,
Time,0,s,Surface,,,1,259,
Time,0,s,Surface,,,1,260,
Time,0,s,Surface,,,1,261,
Time Index,1,,Surface,,,1,131,
Time Index,1,,Surface,,,1,135,
Time Index,1,,Surface,,,1,136,
Time Index,1,,Surface,,,1,137,
Time Index,1,,Surface,,,1,138,
Time Index,1,,Surface,,,1,139,
Time Index,1,,Surface,,,1,143,
Time Index,1,,Surface,,,1,145,
Time Index,1,,Surface,,,1,146,
Time Index,1,,Surface,,,1,147,
Time Index,1,,Surface,,,1,148,
Time Index,1,,Surface,,,1,149,
Time Index,1,,Surface,,,1,150,
Time Index,1,,Surface,,,1,152,
Time Index,1,,Surface,,,1,153,
Time Index,1,,Surface,,,1,154,
Time Index,1,,Surface,,,1,155,
Time Index,1,,Surface,,,1,156,
Time Index,1,,Surface,,,1,158,
Time Index,1,,Surface,,,1,159,
Time Index,1,,Surface,,,1,161,
Time Index,1,,Surface,,,1,162,
Time Index,1,,Surface,,,1,163,
Time Index,1,,Surface,,,1,164,
Time Index,1,,Surface,,,1,166,
Time Index,1,,Surface,,,1,167,
Time Index,1,,Surface,,,1,169,
Time Index,1,,Surface,,,1,171,
Time Index,1,,Surface,,,1,173,
Time Index,1,,Surface,,,1,174,
Time Index,1,,Surface,,,1,176,
Time Index,1,,Surface,,,1,177,
Time Index,1,,Surface,,,1,178,
Time Index,1,,Surface,,,1,179,
Time Index,1,,Surface,,,1,180,
Time Index,1,,Surface,,,1,181,
Time Index,1,,Surface,,,1,182,
Time Index,1,,Surface,,,1,183,
Time Index,1,,Surface,,,1,184,
Time Index,1,,Surface,,,1,185,
Time Index,1,,Surface,,,1,186,
Time Index,1,,Surface,,,1,188,
Time Index,1,,Surface,,,1,189,
Time Index,1,,Surface,,,1,190,
Time Index,1,,Surface,,,1,191,
Time Index,1,,Surface,,,1,192,
Time Index,1,,Surface,,,1,193,
Time Index,1,,Surface,,,1,194,
Time Index,1,,Surface,,,1,195,
Time Index,1,,Surface,,,1,196,
Time Index,1,,Surface,,,1,197,
Time Index,1,,Surface,,,1,198,
Time Index,1,,Surface,,,1,200,
Time Index,1,,Surface,,,1,202,
Time Index,1,,Surface,,,1,203,
Time Index,1,,Surface,,,1,205,
Time Index,1,,Surface,,,1,206,
Time Index,1,,Surface,,,1,208,
Time Index,1,,Surface,,,1,209,
Time Index,1,,Surface,,,1,210,
Time Index,1,,Surface,,,1,211,
Time Index,1,,Surface,,,1,212,
Time Index,1,,Surface,,,1,213,
Time Index,1,,Surface,,,1,214,
Time Index,1,,Surface,,,1,215,
Time Index,1,,Surface,,,1,216,
Time Index,1,,Surface,,,1,217,
Time Index,1,,Surface,,,1,218,
Time Index,1,,Surface,,,1,219,
Time Index,1,,Surface,,,1,221,
Time Index,1,,Surface,,,1,222,
Time Index,1,,Surface,,,1,223,
Time Index,1,,Surface,,,1,224,
Time Index,1,,Surface,,,1,225,
Time Index,1,,Surface,,,1,226,
Time Index,1,,Surface,,,1,228,
Time Index,1,,Surface,,,1,229,
Time Index,1,,Surface,,,1,231,
Time Index,1,,Surface,,,1,233,
Time Index,1,,Surface,,,1,234,
Time Index,1,,Surface,,,1,235,
Time Index,1,,Surface,,,1,236,
Time Index,1,,Surface,,,1,238,
Time Index,1,,Surface,,,1,239,
Time Index,1,,Surface,,,1,240,
Time Index,1,,Surface,,,1,241,
Time Index,1,,Surface,,,1,242,
Time Index,1,,Surface,,,1,245,
Time Index,1,,Surface,,,1,246,
Time Index,1,,Surface,,,1,248,
Time Index,1,,Surface,,,1,251,
Time Index,1,,Surface,,,1,252,
Time Index,1,,Surface,,,1,253,
Time Index,1,,Surface,,,1,254,
Time Index,1,,Surface,,,1,256,
Time Index,1,,Surface,,,1,257,
Time Index,1,,Surface,,,1,258,
Time Index,1,,Surface,,,1,259,
Time Index,1,,Surface,,,1,260,
Time Index,1,,Surface,,,1,261,
Volume,1.47436,um^3,Surface,,,1,131,
Volume,1.29316,um^3,Surface,,,1,135,
Volume,2.24555,um^3,Surface,,,1,136,
Volume,0.430239,um^3,Surface,,,1,137,
Volume,0.104362,um^3,Surface,,,1,138,
Volume,0.615523,um^3,Surface,,,1,139,
Volume,0.700642,um^3,Surface,,,1,143,
Volume,0.134254,um^3,Surface,,,1,145,
Volume,0.111104,um^3,Surface,,,1,146,
Volume,3.13299,um^3,Surface,,,1,147,
Volume,0.0848905,um^3,Surface,,,1,148,
Volume,1.0182,um^3,Surface,,,1,149,
Volume,0.542151,um^3,Surface,,,1,150,
Volume,0.312391,um^3,Surface,,,1,152,
Volume,1.73814,um^3,Surface,,,1,153,
Volume,7.3048,um^3,Surface,,,1,154,
Volume,0.585543,um^3,Surface,,,1,155,
Volume,18.0893,um^3,Surface,,,1,156,
Volume,21.7077,um^3,Surface,,,1,158,
Volume,1.22183,um^3,Surface,,,1,159,
Volume,4.58031,um^3,Surface,,,1,161,
Volume,1.62979,um^3,Surface,,,1,162,
Volume,0.0973597,um^3,Surface,,,1,163,
Volume,0.303265,um^3,Surface,,,1,164,
Volume,0.998881,um^3,Surface,,,1,166,
Volume,1.60186,um^3,Surface,,,1,167,
Volume,0.190128,um^3,Surface,,,1,169,
Volume,0.185687,um^3,Surface,,,1,171,
Volume,1.29026,um^3,Surface,,,1,173,
Volume,0.739492,um^3,Surface,,,1,174,
Volume,2.22104,um^3,Surface,,,1,176,
Volume,0.620441,um^3,Surface,,,1,177,
Volume,0.111263,um^3,Surface,,,1,178,
Volume,1.19611,um^3,Surface,,,1,179,
Volume,0.632423,um^3,Surface,,,1,180,
Volume,0.0755047,um^3,Surface,,,1,181,
Volume,3.91486,um^3,Surface,,,1,182,
Volume,0.843213,um^3,Surface,,,1,183,
Volume,1.75717,um^3,Surface,,,1,184,
Volume,0.314209,um^3,Surface,,,1,185,
Volume,1.05625,um^3,Surface,,,1,186,
Volume,0.833803,um^3,Surface,,,1,188,
Volume,0.78656,um^3,Surface,,,1,189,
Volume,1.67555,um^3,Surface,,,1,190,
Volume,0.781314,um^3,Surface,,,1,191,
Volume,0.476976,um^3,Surface,,,1,192,
Volume,0.728891,um^3,Surface,,,1,193,
Volume,0.462386,um^3,Surface,,,1,194,
Volume,0.251639,um^3,Surface,,,1,195,
Volume,1.01834,um^3,Surface,,,1,196,
Volume,0.467765,um^3,Surface,,,1,197,
Volume,0.150705,um^3,Surface,,,1,198,
Volume,0.282417,um^3,Surface,,,1,200,
Volume,0.247754,um^3,Surface,,,1,202,
Volume,3.62551,um^3,Surface,,,1,203,
Volume,2.02168,um^3,Surface,,,1,205,
Volume,0.374189,um^3,Surface,,,1,206,
Volume,2.64107,um^3,Surface,,,1,208,
Volume,2.16756,um^3,Surface,,,1,209,
Volume,0.137617,um^3,Surface,,,1,210,
Volume,3.35077,um^3,Surface,,,1,211,
Volume,0.0795306,um^3,Surface,,,1,212,
Volume,1.71485,um^3,Surface,,,1,213,
Volume,4.82782,um^3,Surface,,,1,214,
Volume,14.8379,um^3,Surface,,,1,215,
Volume,5.00881,um^3,Surface,,,1,216,
Volume,0.532001,um^3,Surface,,,1,217,
Volume,5.383,um^3,Surface,,,1,218,
Volume,0.201556,um^3,Surface,,,1,219,
Volume,0.205111,um^3,Surface,,,1,221,
Volume,2.28605,um^3,Surface,,,1,222,
Volume,1.46776,um^3,Surface,,,1,223,
Volume,1.46355,um^3,Surface,,,1,224,
Volume,0.295746,um^3,Surface,,,1,225,
Volume,0.174841,um^3,Surface,,,1,226,
Volume,3.98142,um^3,Surface,,,1,228,
Volume,0.575666,um^3,Surface,,,1,229,
Volume,2.22564,um^3,Surface,,,1,231,
Volume,0.609052,um^3,Surface,,,1,233,
Volume,0.523211,um^3,Surface,,,1,234,
Volume,0.736997,um^3,Surface,,,1,235,
Volume,0.539612,um^3,Surface,,,1,236,
Volume,0.663325,um^3,Surface,,,1,238,
Volume,0.999523,um^3,Surface,,,1,239,
Volume,1.76911,um^3,Surface,,,1,240,
Volume,2.94066,um^3,Surface,,,1,241,
Volume,0.335,um^3,Surface,,,1,242,
Volume,0.217438,um^3,Surface,,,1,245,
Volume,0.405602,um^3,Surface,,,1,246,
Volume,0.169581,um^3,Surface,,,1,248,
Volume,1.58971,um^3,Surface,,,1,251,
Volume,0.903573,um^3,Surface,,,1,252,
Volume,1.67205,um^3,Surface,,,1,253,
Volume,6.29748,um^3,Surface,,,1,254,
Volume,1.98423,um^3,Surface,,,1,256,
Volume,0.325634,um^3,Surface,,,1,257,
Volume,1.00149,um^3,Surface,,,1,258,
Volume,0.732746,um^3,Surface,,,1,259,
Volume,2.19827,um^3,Surface,,,1,260,
Volume,2.56305,um^3,Surface,,,1,261,
